,Genero,Peso,Altura
3080,Hombre,87.03399999999998,176.655
2198,Hombre,83.83,174.21900000000005
2707,Hombre,81.444,170.25599999999997
5203,Mujer,80.047,169.612
2770,Hombre,88.31,175.822
5259,Mujer,71.1,165.963
4003,Hombre,87.84299999999998,174.53400000000005
3185,Hombre,86.37299999999998,174.243
1564,Hombre,88.04799999999999,183.13
8723,Mujer,61.195,157.082
2662,Hombre,81.736,171.549
3139,Hombre,71.10300000000002,160.526
9850,Mujer,60.19,157.498
4815,Hombre,84.259,170.87
7852,Mujer,50.056,157.832
5704,Mujer,53.548,156.186
5557,Mujer,51.338,148.575
4122,Hombre,75.763,166.62900000000005
9865,Mujer,63.463,163.982
7692,Mujer,61.633,161.667
6079,Mujer,62.0,158.467
8717,Mujer,62.749,166.872
3492,Hombre,85.655,177.495
9738,Mujer,65.22800000000001,161.023
4520,Hombre,85.596,173.551
5742,Mujer,65.82,161.961
6384,Mujer,60.305,163.773
7189,Mujer,66.354,161.518
6723,Mujer,76.47399999999998,167.324
768,Hombre,91.9,176.384
7039,Mujer,76.887,173.37400000000005
5310,Mujer,60.32100000000001,157.694
7751,Mujer,67.065,169.067
328,Hombre,72.749,166.642
616,Hombre,84.792,176.579
7053,Mujer,51.69300000000001,151.74
6167,Mujer,75.507,176.16400000000004
6458,Mujer,62.07,163.67700000000005
1331,Hombre,87.525,176.13099999999997
5138,Mujer,57.125,159.5
2359,Hombre,90.762,179.593
8308,Mujer,68.139,164.299
4339,Hombre,77.436,171.965
3855,Hombre,93.212,180.487
3984,Hombre,89.58,179.442
948,Hombre,77.704,175.896
8587,Mujer,63.148,167.88299999999995
780,Hombre,83.169,171.50099999999995
6767,Mujer,44.404,151.651
5343,Mujer,72.568,172.174
3622,Hombre,87.98700000000002,179.821
2143,Hombre,84.053,178.80200000000005
8983,Mujer,82.62100000000002,177.787
3309,Hombre,70.389,164.476
7693,Mujer,68.22399999999999,163.082
3652,Hombre,86.67299999999999,182.815
6480,Mujer,54.152,157.211
4037,Hombre,74.32,164.767
7437,Mujer,50.789,151.519
8859,Mujer,57.68,151.94899999999996
2023,Hombre,79.804,175.954
3227,Hombre,65.611,164.435
7383,Mujer,71.648,171.27599999999995
9376,Mujer,62.89100000000001,161.691
2691,Hombre,81.157,177.824
3329,Hombre,81.057,165.93900000000005
8133,Mujer,56.029,150.842
993,Hombre,77.259,172.93200000000004
9963,Mujer,63.202,156.047
3711,Hombre,82.287,173.15400000000002
9605,Mujer,65.417,159.679
2666,Hombre,86.432,179.87400000000005
3379,Hombre,94.606,183.153
6074,Mujer,55.416,155.398
1416,Hombre,90.103,175.84099999999995
6581,Mujer,65.317,165.96400000000003
6634,Mujer,65.42399999999999,162.295
9793,Mujer,78.00399999999998,170.386
9050,Mujer,50.841,153.833
5029,Mujer,55.902,156.72799999999995
5794,Mujer,74.69800000000002,175.32299999999995
2706,Hombre,86.949,184.206
3994,Hombre,87.516,172.688
1713,Hombre,77.544,174.576
1458,Hombre,80.926,173.03799999999995
8330,Mujer,46.937,159.075
3603,Hombre,68.887,164.674
1547,Hombre,93.684,188.875
8854,Mujer,71.077,166.863
2426,Hombre,89.523,169.88
1975,Hombre,92.473,182.992
9629,Mujer,51.727,147.803
4543,Hombre,98.13,184.923
9411,Mujer,70.64,169.12400000000005
9108,Mujer,58.13800000000001,162.485
8852,Mujer,52.495,161.531
6205,Mujer,64.97,157.593
8985,Mujer,67.05,169.56400000000005
945,Hombre,90.181,175.827
1969,Hombre,79.774,171.884
7416,Mujer,62.17,159.88
9022,Mujer,61.178,157.592
9292,Mujer,54.932,158.292
3995,Hombre,92.128,185.852
5910,Mujer,64.056,162.341
8291,Mujer,62.54,156.627
446,Hombre,77.90899999999998,170.484
9078,Mujer,45.692,156.143
5891,Mujer,64.233,155.553
7474,Mujer,62.841,161.813
8508,Mujer,79.362,175.172
4673,Hombre,95.911,181.566
9414,Mujer,48.64,157.664
8337,Mujer,47.792,155.851
5414,Mujer,56.832,156.16899999999995
1323,Hombre,94.25,189.338
3054,Hombre,81.992,170.53599999999997
498,Hombre,94.985,180.169
3848,Hombre,92.134,183.204
7540,Mujer,58.758,159.291
2060,Hombre,79.38600000000002,180.139
7662,Mujer,59.925,156.06799999999996
4626,Hombre,73.42399999999998,162.433
949,Hombre,98.601,188.653
3018,Hombre,96.829,181.746
7058,Mujer,60.777,161.142
9744,Mujer,59.342,159.715
5369,Mujer,69.18,162.453
8665,Mujer,68.304,175.61900000000003
2462,Hombre,81.413,172.52
8439,Mujer,72.575,169.488
1862,Hombre,87.54899999999998,178.524
2118,Hombre,70.483,161.793
5812,Mujer,73.834,173.43400000000003
5282,Mujer,65.711,167.357
4098,Hombre,80.492,167.248
4404,Hombre,77.385,164.77200000000005
7385,Mujer,64.41199999999999,169.173
7012,Mujer,49.63399999999999,157.08100000000005
7876,Mujer,58.54,157.369
9849,Mujer,81.014,176.065
7743,Mujer,55.215,154.761
1378,Hombre,91.388,182.9
5241,Mujer,64.525,165.331
6208,Mujer,50.316,156.67700000000005
2773,Hombre,78.745,173.12099999999995
9720,Mujer,56.04,158.39600000000004
9967,Mujer,69.597,164.332
7409,Mujer,72.464,167.49
6025,Mujer,61.271,163.504
5783,Mujer,52.56,160.566
4480,Hombre,97.694,183.279
3125,Hombre,77.472,173.24200000000005
2868,Hombre,88.766,180.6
1928,Hombre,67.415,165.72799999999995
79,Hombre,75.834,167.138
760,Hombre,82.88799999999998,176.054
4094,Hombre,90.102,186.11
9891,Mujer,73.301,169.423
744,Hombre,91.314,175.815
1411,Hombre,77.308,177.22
5083,Mujer,52.809,151.04399999999995
7052,Mujer,60.41,161.404
1938,Hombre,62.909,162.309
2402,Hombre,84.495,173.47799999999995
5972,Mujer,61.66,160.716
7419,Mujer,55.578,154.423
4330,Hombre,78.418,172.433
2551,Hombre,78.04,175.299
5278,Mujer,52.493,150.869
6884,Mujer,62.603,159.394
6975,Mujer,62.585,164.68400000000003
1330,Hombre,88.322,175.982
7224,Mujer,66.156,168.12099999999995
6854,Mujer,54.023,152.501
5615,Mujer,56.565,162.42
5623,Mujer,52.701,153.60399999999996
7552,Mujer,48.26600000000001,155.844
9513,Mujer,66.92,166.202
4663,Hombre,82.944,171.605
7725,Mujer,61.655,162.38299999999995
4410,Hombre,86.999,173.77599999999995
4571,Hombre,89.48700000000002,179.014
351,Hombre,82.125,170.09099999999995
9228,Mujer,55.257,160.89600000000004
7699,Mujer,65.895,162.019
331,Hombre,95.108,179.56900000000005
9163,Mujer,50.865,148.094
2175,Hombre,78.717,174.99599999999995
5311,Mujer,53.955,153.64
694,Hombre,86.226,177.926
7694,Mujer,45.58600000000001,150.112
6328,Mujer,79.873,176.18599999999995
2251,Hombre,71.885,162.505
2656,Hombre,93.672,184.505
4711,Hombre,90.182,180.928
7661,Mujer,69.719,167.662
2894,Hombre,92.153,182.202
4318,Hombre,66.857,163.622
3772,Hombre,91.379,180.8
3479,Hombre,84.88799999999998,184.017
1414,Hombre,74.141,171.49400000000003
7790,Mujer,54.538,159.224
7961,Mujer,70.404,170.169
9086,Mujer,63.444,161.806
4088,Hombre,85.70299999999997,176.14700000000005
9390,Mujer,66.884,164.355
7485,Mujer,61.165,158.85399999999996
6796,Mujer,67.487,157.516
9205,Mujer,59.658,160.168
2081,Hombre,75.533,172.19299999999996
6911,Mujer,66.211,169.054
4570,Hombre,83.52600000000002,171.71599999999995
7099,Mujer,69.86,169.171
5458,Mujer,63.291,161.929
1843,Hombre,82.459,176.80700000000004
8231,Mujer,51.012,158.884
9447,Mujer,69.442,168.09
504,Hombre,79.933,166.48
1717,Hombre,89.3,176.47799999999995
7729,Mujer,58.244,160.874
5213,Mujer,53.908,157.403
1745,Hombre,75.235,171.47099999999998
2256,Hombre,85.652,170.403
7684,Mujer,64.52199999999999,162.015
8178,Mujer,74.077,170.24
7056,Mujer,49.018,153.464
4487,Hombre,82.656,172.838
5439,Mujer,45.496,153.243
9164,Mujer,59.183,163.22799999999995
5307,Mujer,58.793,153.941
9300,Mujer,66.781,159.369
3889,Hombre,66.134,161.803
5512,Mujer,58.855,158.11
3853,Hombre,89.868,177.295
848,Hombre,67.94800000000001,167.747
1712,Hombre,86.023,178.511
4127,Hombre,78.782,176.33700000000005
8432,Mujer,54.095,160.66899999999995
1879,Hombre,84.49,174.638
9280,Mujer,70.46,163.74200000000005
3693,Hombre,98.254,182.81
1307,Hombre,80.56,173.542
2377,Hombre,87.441,179.93400000000003
7580,Mujer,61.973,157.841
337,Hombre,88.572,177.74
2592,Hombre,84.675,174.197
3685,Hombre,71.779,162.42700000000005
1348,Hombre,97.22,187.152
403,Hombre,83.03200000000002,168.31400000000005
5115,Mujer,59.235,159.515
4578,Hombre,80.172,164.233
7616,Mujer,64.97399999999999,163.466
4547,Hombre,89.431,176.674
9147,Mujer,67.937,166.55599999999995
4575,Hombre,84.31200000000003,173.123
5781,Mujer,70.898,164.467
451,Hombre,91.874,178.71099999999996
4070,Hombre,83.751,175.99599999999995
7002,Mujer,58.933,157.159
7682,Mujer,54.49800000000001,149.884
4775,Hombre,96.419,183.784
1239,Hombre,86.139,178.222
1451,Hombre,92.358,178.968
1130,Hombre,83.835,169.31
9355,Mujer,66.843,164.018
2006,Hombre,68.187,165.408
4905,Hombre,83.2,173.377
2530,Hombre,84.40899999999998,169.7
3725,Hombre,78.78,170.042
7217,Mujer,57.903,159.933
7637,Mujer,60.613,163.215
9305,Mujer,56.825,159.995
535,Hombre,86.405,180.074
7215,Mujer,45.305,158.773
2185,Hombre,70.023,161.322
6466,Mujer,52.805,158.972
5555,Mujer,78.596,171.28400000000005
8035,Mujer,75.5,168.794
1395,Hombre,73.688,163.513
6569,Mujer,50.26,151.928
1350,Hombre,93.235,185.678
2498,Hombre,87.708,173.528
4015,Hombre,71.42699999999998,167.40400000000002
7572,Mujer,60.86,154.005
2170,Hombre,92.227,177.18
3913,Hombre,76.805,173.02
4216,Hombre,89.395,175.90099999999995
6811,Mujer,42.088,160.241
3876,Hombre,93.669,175.563
46,Hombre,84.292,173.185
1083,Hombre,89.948,180.426
3301,Hombre,81.149,177.395
7029,Mujer,54.632,160.629
6359,Mujer,47.678,146.793
983,Hombre,90.463,186.861
7932,Mujer,51.94,155.467
2842,Hombre,81.649,171.01
1233,Hombre,82.265,175.02
7564,Mujer,66.214,156.325
2672,Hombre,78.225,173.158
3966,Hombre,73.987,168.11900000000003
2103,Hombre,69.029,162.172
1076,Hombre,88.544,179.84599999999998
4142,Hombre,86.45299999999997,173.487
3209,Hombre,79.568,173.71200000000005
3174,Hombre,75.465,168.81400000000005
9759,Mujer,67.803,163.90200000000004
1731,Hombre,77.305,167.69
6155,Mujer,69.516,174.25799999999995
1597,Hombre,75.899,164.72099999999998
3449,Hombre,94.099,183.118
9589,Mujer,75.36399999999998,169.19799999999995
7007,Mujer,58.475,159.423
4265,Hombre,80.406,169.516
8187,Mujer,69.707,168.058
7091,Mujer,55.552,166.11700000000005
457,Hombre,94.41,186.36
1966,Hombre,77.215,171.15099999999995
5553,Mujer,73.104,171.201
8737,Mujer,60.063,164.825
500,Hombre,94.494,182.978
5799,Mujer,62.804,161.55200000000005
5400,Mujer,50.747,151.524
294,Hombre,75.587,163.204
596,Hombre,78.593,165.502
3607,Hombre,83.603,167.898
4387,Hombre,63.543,159.549
9287,Mujer,56.15600000000001,162.33700000000005
9346,Mujer,60.18,160.297
8283,Mujer,73.71,170.78900000000004
7433,Mujer,75.944,173.332
6690,Mujer,70.579,162.895
285,Hombre,85.43299999999998,172.39
9928,Mujer,49.668,158.11
8756,Mujer,51.399,153.91
366,Hombre,94.908,185.243
6828,Mujer,55.01300000000001,158.464
2131,Hombre,90.765,179.06
4701,Hombre,108.82,193.56
1833,Hombre,74.717,167.877
9365,Mujer,53.668,154.399
6474,Mujer,50.255,152.92600000000004
2719,Hombre,80.597,165.554
6607,Mujer,59.864,160.621
3583,Hombre,76.029,167.59099999999995
2024,Hombre,67.587,164.52200000000005
8566,Mujer,53.782,159.067
5053,Mujer,57.734,156.141
8830,Mujer,66.132,165.21900000000005
5825,Mujer,66.575,161.316
7411,Mujer,65.11,168.00799999999995
4020,Hombre,76.795,168.399
9766,Mujer,71.837,168.426
1586,Hombre,78.90899999999998,168.158
1665,Hombre,80.653,177.778
3682,Hombre,73.688,170.15
7184,Mujer,65.047,170.512
1690,Hombre,94.68,183.394
2978,Hombre,87.024,174.97799999999995
8946,Mujer,78.869,172.201
9617,Mujer,61.397,163.94400000000005
2471,Hombre,91.557,184.702
3697,Hombre,97.502,182.961
2999,Hombre,71.08800000000002,162.123
2796,Hombre,84.802,176.49400000000003
2002,Hombre,87.20299999999997,177.548
4345,Hombre,82.87100000000002,178.312
5674,Mujer,74.797,168.25400000000005
5335,Mujer,69.60300000000001,163.93900000000005
277,Hombre,74.919,168.014
5978,Mujer,62.217,156.975
7594,Mujer,74.582,172.293
1950,Hombre,69.215,157.638
4107,Hombre,76.352,169.36700000000005
6939,Mujer,65.444,160.55700000000004
2116,Hombre,79.195,162.809
9273,Mujer,68.32,165.15
9583,Mujer,62.86,164.732
1742,Hombre,83.15899999999998,174.82299999999995
716,Hombre,94.113,179.07299999999995
5244,Mujer,66.805,162.379
1522,Hombre,89.165,177.325
8979,Mujer,58.015,160.399
3887,Hombre,94.959,187.069
677,Hombre,85.025,175.18200000000004
6027,Mujer,67.91199999999999,167.43
5026,Mujer,37.933,142.817
8132,Mujer,69.81,164.96200000000005
9,Hombre,69.961,161.434
7649,Mujer,60.236,159.80700000000004
1321,Hombre,83.531,179.317
9688,Mujer,65.44800000000001,169.15599999999995
8569,Mujer,57.03100000000001,155.917
2276,Hombre,84.473,173.93599999999995
820,Hombre,80.72,175.44799999999995
2602,Hombre,69.72800000000001,168.43
812,Hombre,73.399,168.58700000000005
5980,Mujer,66.687,166.016
1540,Hombre,94.003,187.07
8360,Mujer,57.197,160.786
3310,Hombre,96.434,190.068
3433,Hombre,79.505,177.366
6345,Mujer,60.42100000000001,161.68200000000004
3113,Hombre,80.399,173.014
2963,Hombre,92.864,183.43
1245,Hombre,94.473,180.527
1433,Hombre,83.48,176.605
183,Hombre,88.163,168.892
1551,Hombre,77.054,171.415
2004,Hombre,87.786,175.85
93,Hombre,79.58800000000002,164.345
5096,Mujer,65.09899999999999,165.665
5409,Mujer,75.429,169.27599999999995
3465,Hombre,90.765,173.472
995,Hombre,81.29899999999998,173.718
8200,Mujer,72.318,168.97099999999998
3253,Hombre,93.098,184.603
9373,Mujer,50.49800000000001,155.582
7985,Mujer,45.284,149.714
9868,Mujer,60.82100000000001,162.516
3939,Hombre,90.301,175.771
4466,Hombre,75.868,173.701
4940,Hombre,82.39200000000002,165.637
9331,Mujer,66.858,162.226
2190,Hombre,78.788,176.44
7602,Mujer,57.328,162.74
926,Hombre,66.245,164.595
6149,Mujer,68.953,163.516
1591,Hombre,84.82799999999997,182.399
5932,Mujer,62.834,154.453
8635,Mujer,87.02,183.182
3006,Hombre,96.085,190.68400000000003
2954,Hombre,79.51100000000002,170.56799999999996
2767,Hombre,77.97399999999998,172.328
4473,Hombre,87.259,179.613
7264,Mujer,65.558,158.201
1170,Hombre,81.074,175.653
3918,Hombre,110.445,194.16
9805,Mujer,61.283,163.197
326,Hombre,80.36,173.752
5635,Mujer,70.453,171.108
4629,Hombre,97.259,185.314
6700,Mujer,58.962,153.534
8533,Mujer,58.519,151.047
1537,Hombre,84.53,172.50400000000005
4842,Hombre,91.502,180.367
255,Hombre,80.51,174.472
374,Hombre,74.453,175.28900000000004
1668,Hombre,90.539,175.347
3662,Hombre,76.255,167.547
8686,Mujer,65.96600000000001,161.584
5157,Mujer,64.127,166.085
9494,Mujer,56.447,156.876
1933,Hombre,87.15100000000002,180.548
988,Hombre,95.064,187.837
8002,Mujer,47.934,152.249
7422,Mujer,59.493,153.748
838,Hombre,88.71799999999998,179.3
3798,Hombre,91.214,185.574
669,Hombre,84.635,167.528
4354,Hombre,82.11399999999998,173.96099999999996
8114,Mujer,68.113,169.15900000000005
7166,Mujer,76.613,165.88
9710,Mujer,74.242,172.227
5251,Mujer,53.14100000000001,156.149
3257,Hombre,84.214,171.34799999999996
3753,Hombre,100.879,184.11900000000003
910,Hombre,84.86200000000002,175.315
2918,Hombre,85.08,180.733
9040,Mujer,55.34,160.47299999999996
9772,Mujer,68.611,161.826
8334,Mujer,48.002,155.21200000000005
3845,Hombre,82.319,173.951
5303,Mujer,73.119,167.817
2305,Hombre,82.883,179.74400000000003
6820,Mujer,55.787,159.386
3127,Hombre,86.816,174.21200000000005
4691,Hombre,83.354,165.037
8124,Mujer,56.681,150.601
1730,Hombre,97.951,176.69
6545,Mujer,69.109,167.91099999999997
7970,Mujer,57.922,167.153
8944,Mujer,76.168,171.43599999999995
8784,Mujer,58.044,165.91299999999995
8812,Mujer,62.88800000000001,165.80599999999995
7468,Mujer,62.691,163.977
4200,Hombre,86.818,180.26
8228,Mujer,70.749,171.012
2376,Hombre,79.748,175.35
7780,Mujer,56.721,153.276
2566,Hombre,91.29,176.53599999999997
9900,Mujer,65.71300000000001,167.03400000000005
2809,Hombre,68.22399999999999,158.83
6379,Mujer,62.647,163.191
5850,Mujer,70.36,173.437
8386,Mujer,55.019,153.214
9186,Mujer,75.60600000000002,168.726
4708,Hombre,84.329,171.988
4276,Hombre,78.168,173.385
4208,Hombre,74.639,164.421
6732,Mujer,47.08600000000001,150.02700000000004
4010,Hombre,75.259,166.475
5947,Mujer,70.54899999999998,165.68099999999995
6483,Mujer,63.56399999999999,162.441
3804,Hombre,87.79299999999998,175.543
7063,Mujer,45.536,152.377
3974,Hombre,85.413,182.887
4518,Hombre,88.444,172.953
8327,Mujer,41.926,152.11700000000005
9477,Mujer,64.062,165.382
5486,Mujer,63.868,162.609
250,Hombre,78.154,171.822
2878,Hombre,73.14699999999998,165.558
1368,Hombre,80.158,168.47099999999998
3810,Hombre,82.323,169.257
4171,Hombre,87.147,180.696
5462,Mujer,42.20399999999999,145.056
7068,Mujer,61.863,163.812
1718,Hombre,87.09200000000001,179.0
9678,Mujer,72.499,168.59099999999995
187,Hombre,87.119,181.851
8267,Mujer,59.084,157.732
8858,Mujer,47.81,151.33100000000005
4437,Hombre,75.23,164.89700000000005
4401,Hombre,88.1,174.366
9651,Mujer,61.207,163.27
7185,Mujer,73.48100000000002,163.468
7230,Mujer,63.941,165.548
3219,Hombre,93.111,175.68400000000003
3354,Hombre,76.671,171.562
405,Hombre,92.658,185.381
9371,Mujer,58.0,156.011
2664,Hombre,83.59700000000002,178.455
5017,Mujer,51.842,157.981
2511,Hombre,65.89699999999999,165.97
9937,Mujer,54.87,160.275
4522,Hombre,88.57700000000001,178.655
7505,Mujer,64.426,158.497
365,Hombre,75.748,167.622
7040,Mujer,64.735,173.45
6096,Mujer,64.555,165.482
4051,Hombre,78.208,174.87
9071,Mujer,66.436,170.421
9066,Mujer,58.596,164.365
4377,Hombre,68.791,159.714
2660,Hombre,82.794,175.833
2543,Hombre,87.23100000000002,175.44
3208,Hombre,82.03200000000002,182.271
5804,Mujer,65.34,161.13
8721,Mujer,77.245,170.99900000000005
2045,Hombre,75.982,169.19299999999996
6527,Mujer,68.229,165.217
2111,Hombre,93.962,181.521
5514,Mujer,54.533,152.507
2634,Hombre,73.736,167.47099999999998
6513,Mujer,52.338,155.858
4882,Hombre,74.516,167.453
3505,Hombre,92.195,179.47099999999998
1085,Hombre,74.503,166.795
2153,Hombre,100.604,185.662
9384,Mujer,55.64,160.624
9029,Mujer,64.639,163.069
6952,Mujer,63.957,165.479
5106,Mujer,47.375,152.21200000000005
1147,Hombre,89.26700000000002,175.285
9168,Mujer,69.494,162.601
8728,Mujer,53.45,162.341
4763,Hombre,78.986,165.25599999999997
7482,Mujer,66.609,164.886
8945,Mujer,54.929,154.914
7656,Mujer,56.284,156.369
3460,Hombre,74.262,171.12599999999995
2199,Hombre,69.334,161.46200000000005
6035,Mujer,55.737,161.05
1815,Hombre,90.318,183.064
2245,Hombre,81.295,170.815
9119,Mujer,77.732,170.863
3327,Hombre,95.375,189.858
4327,Hombre,87.48700000000002,175.78099999999995
1435,Hombre,104.141,189.077
4239,Hombre,85.238,177.702
1466,Hombre,77.556,168.335
8754,Mujer,58.717,153.75799999999995
8865,Mujer,66.003,164.64700000000005
3679,Hombre,74.512,168.40099999999995
7995,Mujer,49.969,146.582
3065,Hombre,92.949,178.93099999999995
7461,Mujer,71.072,167.81400000000005
9153,Mujer,64.544,162.828
4751,Hombre,86.925,181.325
2084,Hombre,85.27600000000002,178.03799999999995
9226,Mujer,54.68600000000001,161.476
5322,Mujer,48.236,153.532
6365,Mujer,56.62300000000001,151.71
3860,Hombre,85.023,176.843
3537,Hombre,92.22,180.663
8113,Mujer,69.084,165.359
6729,Mujer,54.065,155.013
909,Hombre,87.756,178.78099999999995
2750,Hombre,85.184,184.186
5826,Mujer,74.675,173.56
132,Hombre,84.10700000000001,181.38
1800,Hombre,89.167,178.97799999999995
3729,Hombre,78.834,175.56900000000005
1898,Hombre,103.905,182.907
8770,Mujer,64.056,169.043
1527,Hombre,87.80799999999998,178.675
1529,Hombre,69.22399999999999,164.795
3775,Hombre,90.949,171.50599999999997
2077,Hombre,79.577,174.8
1281,Hombre,78.702,170.142
3675,Hombre,95.12,175.56599999999997
4672,Hombre,86.03399999999998,172.982
9635,Mujer,63.427,160.28
2142,Hombre,81.855,169.34599999999998
5483,Mujer,69.152,157.918
98,Hombre,78.135,167.69299999999996
215,Hombre,105.425,189.143
3920,Hombre,61.072,156.293
1607,Hombre,74.497,172.19299999999996
737,Hombre,74.725,164.766
2180,Hombre,84.833,178.051
5434,Mujer,62.752,150.326
2050,Hombre,75.597,168.00400000000005
6392,Mujer,62.348,163.87400000000005
7159,Mujer,56.455,153.289
8843,Mujer,73.273,167.479
8385,Mujer,64.355,163.349
1181,Hombre,92.149,185.114
9993,Mujer,44.08,152.156
1626,Hombre,77.566,174.488
8511,Mujer,65.69800000000001,164.618
1796,Hombre,96.513,186.751
9317,Mujer,57.855,160.982
8974,Mujer,60.506,165.493
456,Hombre,85.09100000000002,174.72299999999996
1739,Hombre,85.539,177.12400000000005
5855,Mujer,75.503,170.69099999999997
20,Hombre,77.89,171.729
4060,Hombre,76.89699999999998,175.96099999999996
4250,Hombre,72.66199999999998,162.01
837,Hombre,93.229,185.467
664,Hombre,84.178,179.968
371,Hombre,80.58,170.93400000000003
9204,Mujer,62.429,162.49
8704,Mujer,58.687,162.97899999999996
7582,Mujer,63.665,161.571
1751,Hombre,76.02,163.594
717,Hombre,72.683,161.004
791,Hombre,97.392,183.052
8027,Mujer,45.372,150.621
5444,Mujer,66.87100000000001,164.773
8748,Mujer,87.941,178.99
9088,Mujer,64.108,164.24400000000003
4892,Hombre,98.984,184.052
1792,Hombre,90.341,173.69099999999997
7592,Mujer,64.778,165.65900000000005
985,Hombre,79.24600000000002,167.57
7681,Mujer,63.082,158.26
1691,Hombre,78.547,179.715
4367,Hombre,86.447,175.06400000000005
3192,Hombre,78.707,167.55700000000004
4965,Hombre,74.626,167.334
1159,Hombre,90.14,180.921
3988,Hombre,83.051,171.655
4167,Hombre,87.978,182.866
4134,Hombre,74.193,164.175
9659,Mujer,59.074,157.627
6023,Mujer,72.82,165.463
3596,Hombre,101.667,188.151
2711,Hombre,78.44800000000002,164.78900000000004
8145,Mujer,73.218,169.06400000000005
6655,Mujer,62.101000000000006,160.564
9556,Mujer,44.987,150.995
9278,Mujer,52.372,155.171
1280,Hombre,101.708,186.362
1705,Hombre,91.933,183.188
8321,Mujer,61.677,163.255
5073,Mujer,65.059,156.874
3979,Hombre,82.87100000000002,170.68200000000004
6920,Mujer,67.85300000000001,165.956
5513,Mujer,55.40600000000001,158.732
6313,Mujer,66.515,164.433
2779,Hombre,76.874,168.47400000000005
3468,Hombre,80.946,177.47400000000005
7596,Mujer,71.279,167.32
254,Hombre,88.991,174.60299999999995
4616,Hombre,80.346,166.41
9471,Mujer,56.966,157.939
1569,Hombre,75.458,166.56099999999995
5647,Mujer,55.054,153.881
293,Hombre,86.46700000000001,176.822
8507,Mujer,51.933,155.762
7267,Mujer,45.99100000000001,147.424
7929,Mujer,62.746,156.921
1913,Hombre,79.113,170.988
9595,Mujer,76.28399999999998,169.88099999999997
4920,Hombre,76.877,167.49900000000005
4831,Hombre,92.146,180.217
8423,Mujer,48.754,156.04399999999995
1585,Hombre,93.127,183.499
2594,Hombre,78.053,171.457
3324,Hombre,75.063,170.044
6269,Mujer,40.799,150.343
4353,Hombre,83.632,175.577
890,Hombre,81.949,175.2
6783,Mujer,62.032,157.55100000000004
8544,Mujer,64.767,164.518
8616,Mujer,63.529,166.511
8651,Mujer,50.595,155.291
5297,Mujer,74.797,173.825
5994,Mujer,53.24100000000001,154.935
1190,Hombre,77.37899999999998,175.27200000000005
8240,Mujer,66.817,161.118
3987,Hombre,89.20299999999997,181.25
7990,Mujer,70.751,169.87
4797,Hombre,74.59100000000002,170.002
6741,Mujer,74.354,170.412
7784,Mujer,64.609,156.39
8535,Mujer,70.192,163.01
2613,Hombre,78.779,167.245
7115,Mujer,62.95,165.384
6196,Mujer,44.709,150.628
4891,Hombre,86.82700000000001,181.213
2119,Hombre,84.294,168.734
7873,Mujer,61.052,159.819
211,Hombre,87.3,177.71099999999996
8810,Mujer,56.113,158.559
7996,Mujer,45.756,148.624
2460,Hombre,76.082,175.364
1711,Hombre,91.546,184.252
3214,Hombre,89.295,180.944
1293,Hombre,74.264,158.718
3632,Hombre,86.738,173.391
4596,Hombre,93.094,181.083
8300,Mujer,75.134,177.984
6223,Mujer,74.643,166.645
6790,Mujer,41.292,149.387
4823,Hombre,75.334,169.86
8440,Mujer,54.88,156.07
9304,Mujer,61.583,160.47799999999995
6891,Mujer,57.255,160.101
8881,Mujer,70.48100000000002,174.68900000000005
7123,Mujer,58.397,168.47
8253,Mujer,62.57,158.203
1771,Hombre,86.449,176.247
4620,Hombre,76.87,163.007
6257,Mujer,62.423,164.145
3011,Hombre,80.831,175.61700000000005
2012,Hombre,88.988,174.347
9496,Mujer,53.457,157.549
8887,Mujer,54.84,157.20600000000005
1805,Hombre,89.55,178.14700000000005
2510,Hombre,80.127,176.394
9321,Mujer,53.404,157.628
1426,Hombre,83.523,174.263
1202,Hombre,67.994,163.80200000000005
1927,Hombre,102.26,189.578
6780,Mujer,50.24,155.02700000000004
35,Hombre,87.23,177.954
8853,Mujer,41.122,142.8
3480,Hombre,87.734,178.136
5601,Mujer,42.602,151.45
996,Hombre,84.057,177.201
413,Hombre,75.58,167.085
1088,Hombre,95.622,180.746
9032,Mujer,57.54600000000001,162.215
2349,Hombre,92.994,178.269
9048,Mujer,69.55,166.31900000000005
3503,Hombre,79.385,169.137
6501,Mujer,71.482,170.75599999999997
4650,Hombre,96.04,187.271
9443,Mujer,77.999,169.59400000000005
2695,Hombre,80.824,170.912
4894,Hombre,81.304,173.15
4976,Hombre,96.034,182.806
9489,Mujer,51.195,152.224
6575,Mujer,64.76,160.732
5043,Mujer,59.75899999999999,161.594
4202,Hombre,91.817,181.109
2567,Hombre,84.73299999999998,178.054
6071,Mujer,57.487,169.05700000000004
8556,Mujer,61.887,163.691
9448,Mujer,48.172,156.765
3522,Hombre,68.282,165.497
4795,Hombre,91.386,184.127
2082,Hombre,88.06299999999997,181.399
6642,Mujer,70.919,170.58900000000003
7109,Mujer,65.753,166.84799999999996
2755,Hombre,62.76,155.774
1402,Hombre,91.891,179.345
5583,Mujer,79.038,175.287
5445,Mujer,58.402,157.078
5066,Mujer,70.828,175.673
8513,Mujer,53.64100000000001,155.373
5404,Mujer,57.058,164.033
6789,Mujer,58.13399999999999,160.767
6718,Mujer,66.97,163.743
